0,1228
1,1552
2,1462
3,991
4,1005
5,1483
6,900
7,2295
8,993
9,1012
10,508
11,1848
12,996
13,1479
14,986
15,2295
16,992
17,1000
18,1483
19,1458
20,999
21,1483
22,1857
23,1484
24,993
25,991
26,2311
27,981
28,1461
29,986
30,2964
31,1660
32,2469
33,1807
34,1819
35,1486
36,981
37,1519
38,1830
39,1470
40,997
41,992
42,2449
43,1474
44,986
45,994
46,2332
47,982
48,1487
49,981
50,2311
51,981
52,989
53,1481
54,1825
55,985
56,980
57,984
58,1498
59,1942
60,1479
61,979
62,999
63,3630
64,2535
65,1972
66,973
67,2329
68,993
69,999
70,1476
71,1828
72,1468
73,1475
74,2839
75,992
76,997
77,1466
78,1825
79,1459
80,988
81,992
82,2288
83,1003
84,1465
85,985
86,2297
87,990
88,988
89,1475
90,1813
91,981
92,986
93,985
94,1827
95,4076
96,2139
97,1007
98,991
99,2286
100,1012
101,1468
102,988
103,2300
104,994
105,993
106,1464
107,1833
108,2294
109,1429
110,1866
111,1463
112,1009
113,990
114,2433
115,1467
116,994
117,987
118,2294
119,988
120,1477
121,982
122,2295
123,985
124,992
125,2144
126,6789
127,987
128,1519
129,987
130,15224
131,1463
132,994
133,1475
134,981
135,999
136,1482
137,984
138,1012
139,1427
140,976
141,2461
142,1712
143,2600
144,1454
145,990
146,939
147,1474
148,985
149,1011
150,1475
151,979
152,995
153,1461
154,989
155,991
156,1454
157,983
158,985
159,1465
160,979
161,988
162,1506
163,984
164,1463
165,966
166,994
167,1451
168,974
169,978
170,1475
171,981
172,986
173,1456
174,992
175,990
176,1464
177,987
178,989
179,1501
180,981
181,2509
182,2517
183,1824
184,1449
185,982
186,1454
187,978
188,992
189,1446
190,978
191,980
192,1457
193,988
194,974
195,1463
196,981
197,990
198,1458
199,1532
200,972
201,1464
202,970
203,982
204,1506
205,979
206,978
207,1457
208,979
209,984
210,1454
211,983
212,987
213,1450
214,987
215,1464
216,980
217,1495
218,984
219,1446
220,1299
221,2425
222,1618
223,2196
224,979
225,1454
226,980
227,983
228,1457
229,991
230,993
231,1459
232,985
233,1456
234,975
235,1540
236,978
237,1418
238,984
239,983
240,1464
241,978
242,980
243,1451
244,983
245,984
246,1460
247,977
248,1464
249,979
250,983
251,1470
252,974
253,1507
254,978
255,1453
256,980
257,986
258,1452
259,987
260,1300
261,2415
262,2417
263,1305
264,1464
265,983
266,978
267,1449
268,950
269,982
270,1451
271,1656
272,978
273,1501
274,987
275,970
276,1463
277,982
278,1468
279,976
280,987
281,1466
282,977
283,1005
284,1460
285,974
286,981
287,1418
288,979
289,1549
290,983
291,1464
292,981
293,976
294,1465
295,980
296,983
297,1453
298,980
299,989
300,2095
301,2425
302,1724
303,1781
304,978
305,1472
306,972
307,1458
308,979
309,1463
310,976
311,986
312,1453
313,982
314,984
315,1458
316,984
317,989
318,1463
319,985
320,1475
321,972
322,984
323,1475
324,968
325,1027
326,985
327,980
328,1464
329,983
330,1467
331,982
332,987
333,1473
334,979
335,983
336,1475
337,979
338,950
339,1460
340,1297
341,2424
342,1614
343,1492
344,988
345,1459
346,980
347,980
348,1451
349,980
350,988
351,1455
352,982
353,989
354,1457
355,1010
356,1443
357,987
358,975
359,1469
360,976
361,1431
362,983
363,1463
364,978
365,989
366,1459
367,974
368,990
369,1452
370,984
371,1443
372,991
373,978
374,1467
375,975
376,986
377,1468
378,959
379,1201
380,1593
381,2417
382,2535
383,976
384,1463
385,996
386,980
387,3152
388,1463
389,978
390,991
391,1461
392,988
393,981
394,1456
395,981
396,986
397,1429
398,983
399,1451
400,984
401,995
402,1466
403,977
404,1468
405,968
406,989
407,1461
408,989
409,981
410,1456
411,1620
412,2434
413,1622
414,1785
415,992
416,969
417,1467
418,978
419,989
420,1460
421,987
422,989
423,1456
424,983
425,987
426,1470
427,983
428,985
429,1455
430,980
431,1459
432,983
433,1603
434,1463
435,985
436,987
437,1476
438,982
439,999
440,1454
441,985
442,996
443,1463
444,980
445,989
446,1462
447,975
448,1000
449,1461
450,984
451,2423
452,2412
453,2109
454,988
455,984
456,1459
457,982
458,1468
459,984
460,980
461,1476
462,969
463,996
464,1463
465,970
466,999
467,1454
468,981
469,1154
470,970
471,1457
472,985
473,996
474,1456
475,982
476,1472
477,968
478,994
479,1465
480,979
481,990
482,1471
483,984
484,978
485,1479
486,971
487,1460
488,984
489,1452
490,1308
491,2427
492,1619
493,2107
494,987
495,1459
496,987
497,1476
498,978
499,988
500,1469
501,992
502,981
503,1474
504,970
505,1152
506,960
507,1497
508,989
509,988
510,1469
511,992
512,1000
513,1465
514,980
515,1474
516,975
517,990
518,1470
519,981
520,984
521,1476
522,985
523,1464
524,1471
525,969
526,997
527,1489
528,976
529,981
530,2154
531,1625
532,2430
533,1786
534,984
535,982
536,1473
537,992
538,981
539,1464
540,991
541,1001
542,978
543,1508
544,941
545,954
546,1478
547,996
548,988
549,1466
550,994
551,994
552,1468
553,988
554,1472
555,983
556,984
557,1470
558,990
559,1423
560,1456
561,979
562,4895
563,2618
564,1759
565,985
566,992
567,1460
568,987
569,987
570,1460
571,986
572,990
573,1455
574,996
575,1443
576,989
577,1477
578,1513
579,977
580,988
581,1472
582,977
583,991
584,1465
585,994
586,1003
587,1516
588,991
589,989
590,2428
591,2420
592,1626
593,1458
594,990
595,1466
596,1465
597,985
598,1003
599,1464
600,994
601,991
602,1463
603,981
604,982
605,1462
606,990
607,984
608,1501
609,996
610,985
611,1461
612,979
613,1014
614,980
615,1464
616,985
617,1000
618,1467
619,998
620,994
621,1461
622,990
623,990
624,1468
625,985
626,1490
627,937
628,988
629,1447
630,1627
631,2451
632,2095
633,990
634,1456
635,979
636,1464
637,986
638,989
639,1460
640,982
641,982
642,3205
643,1455
644,981
645,985
646,1476
647,974
648,993
649,1478
650,1464
651,985
652,978
653,1469
654,973
655,945
656,1466
657,975
658,983
659,1469
660,974
661,1630
662,2425
663,2420
664,982
665,1465
666,988
667,1115
668,967
669,1470
670,907
671,989
672,1458
673,987
674,989
675,1476
676,987
677,988
678,1461
679,981
680,1519
681,970
682,990
683,1470
684,984
685,997
686,977
687,1464
688,985
689,987
690,1457
691,987
692,983
693,1467
694,980
695,990
696,1468
697,986
698,1471
699,976
700,986
701,2102
702,1624
703,1634
704,1427
705,979
706,997
707,1456
708,986
709,988
710,1463
711,980
712,986
713,1460
714,986
715,996
716,1497
717,986
718,987
719,1461
720,981
721,1467
722,1463
723,986
724,986
725,1464
726,978
727,984
728,1459
729,980
730,983
731,1461
732,985
733,987
734,1450
735,987
736,986
737,1453
738,985
739,983
740,984
741,2411
742,1618
743,2524
744,1456
745,982
746,991
747,1452
748,983
749,988
750,1465
751,982
752,986
753,1455
754,981
755,981
756,1462
757,996
758,979
759,1457
760,982
761,990
762,1450
763,980
764,991
765,24709
766,86002
767,43892
768,964
769,988
770,1452
771,979
772,1467
773,982
774,989
775,1466
776,975
777,983
778,2105
779,1642
780,2421
781,1780
782,988
783,984
784,1462
785,986
786,984
787,1461
788,980
789,997
790,1406
791,994
792,977
793,1449
794,984
795,988
796,1466
797,981
798,983
799,1466
800,978
801,1459
802,978
803,983
804,1472
805,971
806,986
807,1463
808,981
809,995
810,1453
811,982
812,984
813,1468
814,975
815,989
816,1465
817,980
818,983
819,2423
820,2422
821,1615
822,1454
823,994
824,994
825,1456
826,979
827,1468
828,981
829,983
830,1464
831,989
832,978
833,1476
834,989
835,977
836,1581
837,970
838,998
839,1452
840,985
841,992
842,1457
843,984
844,977
845,1470
846,986
847,1414
848,977
849,980
850,1468
851,976
852,981
853,1468
854,974
855,984
856,1477
857,969
858,988
859,2102
860,1627
861,2438
862,1776
863,980
864,995
865,1457
866,984
867,983
868,1457
869,981
870,989
871,1461
872,984
873,999
874,1455
875,982
876,1470
877,975
878,986
879,1466
880,984
881,987
882,1471
883,978
884,987
885,1464
886,981
887,986
888,1460
889,983
890,987
891,1467
892,978
893,988
894,1475
895,976
896,1463
897,969
898,985
899,3238
900,1468
901,984
902,980
903,1465
904,985
905,988
906,1471
907,976
908,985
909,1464
910,988
911,991
912,1450
913,991
914,985
915,1469
916,989
917,992
918,1462
919,990
920,1462
921,933
922,986
923,1473
924,977
925,987
926,1470
927,982
928,994
929,1520
930,975
931,996
932,1779
933,1623
934,2412
935,2108
936,984
937,986
938,1463
939,980
940,989
941,1469
